Unnamed: 0,Uber Type,Origin Region,Destination Region,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude,Journey Distance(m),Departure Date,Departure Time,Travel Time(s),Arrival Time,Fare$
ID1574283371,0,8,6,-37.807202,145.0266373,-37.7907967,144.985865,4834.0,2018-05-12,02:41:49,1358.6400000000006,3:04:27,15.94
ID5299472753,2,7,4,-37.8618349,144.90571599999996,-37.808167,145.00954850000005,12266.0,2018-02-08,20:41:27,3875.5799999999977,21:46:02,245.17
ID5137672055,2,6,2,-37.773845,144.9836895,-37.8149165,144.9272684,9030.0,2018-03-11,13:50:23,2034.8400000000013,14:24:17,144.79
ID3555072744,1,3,9,-37.8172122,144.9893246,-38.1109156,144.65417250000004,45822.0,2018-05-21,18:10:35,11074.74,21:15:09,49.59
ID5387308640,2,3,8,-37.8207881,144.979309,-37.807202,145.0266373,5907.0,2018-02-16,17:41:51,1493.1000000000006,18:06:44,53.895
ID1867012042,0,3,7,-37.8161217,144.9725398,-37.8618349,144.90571599999996,8212.0,2018-03-23,06:42:53,2820.54,7:29:53,4.97
ID1310099524,0,2,5,-37.8161428,144.9287483,-37.7996112,144.92731809999995,4258.0,2018-07-16,16:53:30,1043.88,17:10:53,9.33
ID1218539173,0,5,4,-37.8052568,144.9337541,-37.8012495,145.0040006,7063.0,2018-05-09,14:18:50,1836.66,14:49:26,8.19
ID1214213475,0,5,8,-37.8029372,144.9355722,-37.807202,145.0266373,9220.0,2018-07-25,09:24:53,2353.92,10:04:06,3.0
ID3173991831,1,3,5,-37.8172128,144.97020049999998,-37.8054165,144.9365283,3909.0,2018-01-20,23:28:32,1004.46,23:45:16,23.5
ID5329113676,2,1,8,-37.8195648,144.969116,-37.8158343,145.04645,8151.0,2018-07-04,00:02:15,2325.1800000000007,0:41:00,81.63
ID3178941022,1,7,1,-37.8618349,144.90571599999996,-37.804888,144.9530426,9654.0,2018-02-07,07:48:41,3212.999999999996,8:42:14,16.68
ID5398874136,2,3,6,-37.81697670000001,144.9800805,-37.7874421,144.9804091,3679.0,2018-04-27,07:38:26,962.5800000000003,7:54:28,67.28
ID1703045534,0,1,3,-37.812987,144.9649265,-37.82056160000001,144.9772587,1879.0,2018-05-20,00:27:37,468.17999999999984,0:35:25,13.26
ID1746442062,0,7,2,-37.8618349,144.90571599999996,-37.8184922,144.948613,9010.0,2018-03-23,12:04:13,3059.8199999999993,12:55:12,10.02
ID3543684090,1,1,3,-37.8069634,144.96259619999995,-37.8128105,144.9736625,1437.0,2018-05-10,02:42:08,371.70000000000016,2:48:19,15.18
ID3383966496,1,4,1,-37.8120044,145.015264,-37.81262460000001,144.9612396,5454.0,2018-01-21,13:58:22,1363.5000000000011,14:21:05,19.58
ID3782376799,1,2,3,-37.812521200000006,144.9316072,-37.8169429,144.98343469999998,5947.0,2018-06-05,08:26:52,1487.7600000000011,8:51:39,9.51
ID1901768966,0,6,4,-37.773845,144.9836895,-37.8115151,145.0059353,7151.0,2018-02-03,20:23:00,1602.4800000000002,20:49:42,13.42
ID3889222526,1,1,2,-37.82032150000001,144.9640179,-37.8139761,144.93646809999996,3708.0,2018-06-06,20:14:25,951.0599999999997,20:30:16,14.18
ID1821857521,0,6,5,-37.7908183,144.9857929,-37.80885410000001,144.9362498,6227.0,2018-05-16,18:49:34,1592.8799999999994,19:16:06,10.14
ID3687245198,1,6,9,-37.7738026,144.9836466,-38.1109156,144.65417250000004,51061.0,2018-04-17,22:18:18,12976.499999999995,1:54:34,62.4
ID5129008435,2,3,9,-37.824387,144.982992,-38.1109156,144.65417250000004,45586.0,2018-06-22,22:17:58,11005.86,1:21:23,670.21
ID1708755844,0,3,4,-37.8246444,145.0057775,-37.8004765,145.02057019999995,3589.0,2018-05-15,07:56:43,917.7600000000003,8:12:00,2.45
ID1360650427,0,1,8,-37.79262420000001,144.95836519999997,-37.807202,145.0266373,7369.0,2018-05-25,00:31:54,2021.94,1:05:35,12.89
ID1291151172,0,7,4,-37.8618349,144.90571599999996,-37.8106886,144.9970119,10725.0,2018-04-24,23:14:15,3516.9599999999978,0:12:51,13.63
ID5765366607,2,6,5,-37.7908183,144.9857929,-37.8031018,144.9291818,6365.0,2018-05-14,11:52:49,1660.98,12:20:29,106.51
ID5808156387,2,3,6,-37.8200188,144.96712309999995,-37.773845,144.9836895,5864.0,2018-01-28,19:36:05,1278.42,19:57:23,101.49
ID1577191540,0,4,5,-37.8072638,144.9970284,-37.8064885,144.93292119999995,6121.0,2018-04-06,20:25:03,1559.6399999999994,20:51:02,8.72
ID1890150822,0,3,8,-37.8122053,144.9884496,-37.8158343,145.04645,5372.0,2018-05-23,15:07:19,1618.9800000000002,15:34:17,11.09
ID3967356253,1,9,6,-38.1109156,144.65417250000004,-37.773845,144.9836895,48197.0,2018-05-08,09:03:08,11495.340000000007,12:14:43,45.03
ID1145186540,0,1,3,-37.8045617,144.9488808,-37.813075,144.97673980000005,3045.0,2018-06-14,22:02:31,785.5800000000003,22:15:36,10.95
ID5482376467,2,5,6,-37.8036999,144.93220300000004,-37.773845,144.9836895,7115.0,2018-01-14,04:22:55,1615.3800000000006,4:49:50,130.84
ID3794281113,1,8,9,-37.8158343,145.04645,-38.1109156,144.65417250000004,51032.0,2018-04-08,11:47:10,12681.059999999998,15:18:31,55.96
ID1896880811,0,7,2,-37.8618349,144.90571599999996,-37.8169827,144.9317622,10851.0,2018-03-14,22:22:21,3583.0199999999986,23:22:04,13.87
