Unnamed: 0,Uber Type,Origin Region,Destination Region,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude,Journey Distance(m),Departure Date,Departure Time,Travel Time(s),Arrival Time,Fare$
ID3614613910,1.0,6,9,-37.7874325,144.9803767,-38.1109156,144.65417250000002,47033.0,2018-03-18,14:49:32,11350.5,17:58:42,58.94
ID3915058427,1.0,9,3,-38.1109156,144.65417250000002,-37.817723799999996,144.9695717,44141.0,2018-06-07,12:28:16,10627.739999999996,15:25:23,53.26
ID3928034931,1.0,4,1,-37.810644599999996,145.01065680000002,-37.80467470000001,144.9756311,3811.0,2018-06-24,04:04:52,914.9400000000003,4:20:06,21.87
ID3639759456,1.0,1,9,-37.8022013,144.94160290000002,-38.1109156,144.65417250000002,43572.0,2018-07-15,06:48:27,10452.66,9:42:39,49.45
ID1577810450,0.0,1,5,-37.8151374,144.94033869999998,-37.812911,144.9282021,1865.0,2018-02-24,20:16:45,456.35999999999984,20:24:21,13.29
ID3689078590,1.0,2,8,-37.81572979999999,144.9380366,-37.807202000000004,145.0266373,8683.0,2018-01-03,04:56:00,2241.5400000000004,5:33:21,23.14
ID1214256613,0.0,2,7,-37.815504499999996,144.9377081,-37.8618349,144.90571599999998,10403.0,2018-06-09,09:30:03,3407.28,10:26:50,10.28
ID3708105429,1.0,6,3,-37.7907967,144.985865,-37.816860999999996,145.0081355,4734.0,2018-04-13,08:50:21,1347.4800000000002,9:12:48,7.8
ID1747204977,0.0,6,3,-37.773845,144.9836895,-37.8120724,144.9871468,5697.0,2018-04-01,13:28:18,1208.4,13:48:26,14.39
ID1141299263,0.0,6,5,-37.773845,144.9836895,-37.796679600000004,144.93536980000002,8308.0,2018-04-15,21:09:10,1852.32,21:40:02,17.79
ID1470285808,0.0,8,5,-37.807202000000004,145.0266373,-37.8088511,144.9289451,9462.0,2018-03-22,00:45:20,2413.6199999999985,1:25:33,14.55
ID3822589452,1.0,9,2,-38.1109156,144.65417250000002,-37.8158975,144.9372575,42608.0,2018-06-28,15:35:35,10231.679999999997,18:26:06,50.78
ID1539514159,0.0,5,1,-37.7987101,144.9199158,-37.804170299999996,144.96761750000002,5030.0,2018-03-08,20:57:50,1242.12,21:18:32,9.33
ID1282965108,0.0,1,7,-37.8061125,144.9430057,-37.8618349,144.90571599999998,10263.0,2018-02-05,09:35:51,3404.1600000000008,10:32:35,7.78
ID1748732715,0.0,8,5,-37.8158343,145.04645,-37.802689799999996,144.938283,10460.0,2018-01-13,19:43:06,2920.0199999999986,20:31:46,16.13
ID3810080106,1.0,2,3,-37.8249449,144.9487577,-37.82366270000001,144.9971191,4737.0,2018-06-04,20:59:22,1147.56,21:18:29,12.84
ID1798665371,0.0,7,2,-37.8618349,144.90571599999998,-37.8136452,144.9411774,9995.0,2018-05-01,07:54:21,3322.619999999999,8:49:43,7.3
ID5823359342,2.0,9,7,-38.1109156,144.65417250000002,-37.8618349,144.90571599999998,50797.0,2018-04-12,05:45:37,13204.979999999996,9:25:41,1009.13
ID1169740887,0.0,7,8,-37.8618349,144.90571599999998,-37.8158343,145.04645,15151.0,2018-06-22,07:06:16,4911.5999999999985,8:28:07,9.59
ID1953411966,0.0,6,1,-37.7874325,144.9803767,-37.8132586,144.95156799999998,4549.0,2018-05-17,00:31:52,1083.36,0:49:55,14.81
ID1614326768,0.0,1,8,-37.8125285,144.9538705,-37.807202000000004,145.0266373,7071.0,2018-07-04,08:02:43,1816.8600000000008,8:32:59,5.41
ID3511911080,1.0,5,6,-37.7998166,144.93624690000001,-37.7907967,144.985865,5610.0,2018-03-16,06:45:19,1591.3799999999994,7:11:50,10.83
ID5604138995,2.0,1,6,-37.8018337,144.9514251,-37.7874325,144.9803767,4091.0,2018-02-10,03:35:48,1024.86,3:52:52,114.16
ID1563937230,0.0,7,5,-37.8618349,144.90571599999998,-37.800944799999996,144.918856,12375.0,2018-01-08,21:48:36,3859.679999999999,22:52:55,17.47
ID1608675642,0.0,7,4,-37.8618349,144.90571599999998,-37.7990452,144.9880333,11069.0,2018-03-19,01:58:44,3577.3799999999983,2:58:21,17.05
ID1464823982,0.0,9,8,-38.1109156,144.65417250000002,-37.8158343,145.04645,51032.0,2018-03-24,20:12:06,12681.060000000005,23:43:27,25.53
ID3223694190,1.0,6,4,-37.7738026,144.98364660000001,-37.8058667,144.9994575,10133.0,2018-06-27,00:56:43,3135.119999999997,1:48:58,28.0
ID1909897088,0.0,6,2,-37.7874421,144.9804091,-37.814845899999995,144.9375409,5860.0,2018-01-19,13:15:06,1482.3599999999994,13:39:48,9.02
ID1166882129,0.0,6,2,-37.7907967,144.985865,-37.813624299999994,144.94105580000002,5701.0,2018-04-25,06:56:59,1562.64,7:23:01,5.02
ID1410419581,0.0,7,8,-37.8618349,144.90571599999998,-37.807202000000004,145.0266373,13986.0,2018-05-15,05:27:50,4292.399999999998,6:39:22,15.34
ID1536875735,0.0,8,6,-37.807202000000004,145.0266373,-37.7907967,144.985865,4834.0,2018-04-15,12:20:02,1358.6400000000006,12:42:40,14.11
ID5676994326,2.0,1,7,-37.8104539,144.97297680000003,-37.8618349,144.90571599999998,8961.0,2018-05-01,04:27:02,3006.3,5:17:08,249.46
ID1793941107,0.0,7,1,-37.8618349,144.90571599999998,-37.812148,144.97385730000002,8779.0,2018-02-18,09:54:34,2940.8999999999987,10:43:34,9.63
ID1339028013,0.0,1,4,-37.818149,144.9523633,-37.8141184,145.00928100000002,6523.0,2018-03-03,04:09:07,1672.38,4:36:59,19.33
ID3153585133,1.0,3,9,-37.811549299999996,144.98329119999997,-38.1109156,144.65417250000002,45383.0,2018-07-27,00:32:07,10851.9,3:32:58,58.9
ID1410648450,0.0,7,4,-37.8618349,144.90571599999998,-37.808673799999994,145.0074977,11931.0,2018-07-01,13:36:10,3790.679999999997,14:39:20,16.47
ID1234621200,0.0,7,1,-37.8618349,144.90571599999998,-37.820752899999995,144.96683269999997,7535.0,2018-03-10,09:47:35,2659.1999999999985,10:31:54,9.82
ID3676610636,1.0,1,4,-37.8079663,144.9339219,-37.8142662,145.0110929,7408.0,2018-01-06,02:22:38,1829.64,2:53:07,22.59
ID3672774641,1.0,2,7,-37.816761799999995,144.93186359999999,-37.8618349,144.90571599999998,10879.0,2018-07-05,18:02:47,3589.74,19:02:36,24.2
ID1233274139,0.0,1,5,-37.816593100000006,144.9666737,-37.8151534,144.9275173,5064.0,2018-01-10,21:51:42,1283.880000000001,22:13:05,16.268154794436683
ID1530154514,0.0,8,9,-37.8158343,145.04645,-38.1109156,144.65417250000002,51032.0,2018-03-16,20:20:03,12681.059999999998,23:51:24,29.83666746339292
ID1836837623,0.0,2,5,-37.8163392,144.9287765,-37.8098999,144.9358427,2419.0,2018-05-26,23:54:07,613.62,0:04:20,18.2974729613735
ID3761625526,1.0,8,3,-37.807202000000004,145.0266373,-37.822376899999995,144.978456,5898.0,2018-04-09,17:12:54,1468.14,17:37:22,14.43
ID1393923363,0.0,8,2,-37.807202000000004,145.0266373,-37.8208592,144.94811909999999,8105.0,2018-03-22,04:06:49,2057.88,4:41:06,17.491003505644407
ID5592515392,2.0,1,2,-37.817031,144.9520465,-37.815211600000005,144.9275535,4840.0,2018-02-15,20:26:43,1217.3400000000008,20:47:00,113.05
ID1747222806,0.0,9,4,-38.1109156,144.65417250000002,-37.816813700000004,145.0088002,47682.0,2018-01-22,15:55:27,11469.9,19:06:36,19.99
ID5487353490,2.0,2,4,-37.8131411,144.9391035,-37.8086578,144.9933375,5198.0,2018-06-28,01:02:42,1267.6799999999996,1:23:49,122.44
ID3379843028,1.0,1,6,-37.8056711,144.9635518,-37.7874325,144.9803767,3337.0,2018-02-21,12:55:25,837.72,13:09:22,12.26
ID3348382032,1.0,9,3,-38.1109156,144.65417250000002,-37.816262,144.9835422,45284.0,2018-01-27,21:23:46,10925.939999999997,0:25:51,55.142361025381646
ID3510502820,1.0,3,2,-37.820534,144.97723919999999,-37.8149372,144.9452921,3553.0,2018-04-01,00:21:32,829.0200000000002,0:35:21,20.34
ID3726668337,1.0,5,6,-37.806874799999996,144.9375105,-37.7738026,144.98364660000001,10404.0,2018-03-08,01:52:54,3086.34,2:44:20,25.31
ID1505525679,0.0,4,6,-37.7992575,144.98953410000001,-37.7738026,144.98364660000001,8072.0,2018-06-27,10:41:13,2541.600000000001,11:23:34,8.56516380099506
ID1187132649,0.0,4,9,-37.8086463,145.0009754,-38.1109156,144.65417250000002,47179.0,2018-07-15,21:53:31,11432.64,1:04:03,27.04
ID1742573427,0.0,9,7,-38.1109156,144.65417250000002,-37.8618349,144.90571599999998,50797.0,2018-06-02,08:17:59,13204.979999999996,11:58:03,22.09
ID1218324924,0.0,2,4,-37.8146672,144.9383459,-37.8106531,145.00067769999998,5810.0,2018-02-04,16:51:02,1441.92,17:15:03,14.969407933912395
ID3836033282,1.0,5,8,-37.804394099999996,144.92924519999997,-37.807202000000004,145.0266373,9336.0,2018-06-27,19:21:19,2411.7,20:01:30,20.32
ID3917875631,1.0,1,5,-37.81633239999999,144.9563363,-37.8129112,144.933698,3329.0,2018-04-24,21:59:38,814.62,22:13:12,18.824903217635995
ID1792750595,0.0,6,8,-37.773845,144.9836895,-37.8158343,145.04645,10698.0,2018-04-09,02:16:11,2756.46,3:02:07,12.34
ID1475484159,0.0,8,2,-37.8158343,145.04645,-37.8243506,144.9438143,9873.0,2018-01-20,06:55:55,2864.639999999999,7:43:39,10.94
ID3871058666,1.0,9,5,-38.1109156,144.65417250000002,-37.8006519,144.9269859,46026.0,2018-06-19,05:35:28,11154.359999999995,8:41:22,54.072845062543536
ID1548663939,0.0,7,6,-37.8618349,144.90571599999998,-37.773845,144.9836895,13169.0,2018-07-24,01:40:26,3863.5799999999986,2:44:49,19.960469698367262
ID1441445316,0.0,1,5,-37.801975799999994,144.9577135,-37.8058839,144.9372744,2554.0,2018-05-14,19:03:52,703.3200000000003,19:15:35,10.645178579365375
ID3257356724,1.0,4,5,-37.81081079999999,145.01115149999998,-37.8058628,144.9366672,7225.0,2018-06-26,21:30:24,1804.0200000000007,22:00:28,22.335145652465798
ID1626744944,0.0,2,6,-37.8200831,144.9453992,-37.7738026,144.98364660000001,9805.0,2018-04-09,16:58:39,3029.7000000000007,17:49:08,13.963945940915401
ID1876077897,0.0,7,3,-37.8618349,144.90571599999998,-37.8186632,144.996477,10423.0,2018-03-21,15:13:26,3345.9599999999987,16:09:11,14.345684069943834
ID1930071285,0.0,6,7,-37.7908183,144.9857929,-37.8618349,144.90571599999998,11712.0,2018-07-06,10:53:34,3717.4800000000014,11:55:31,10.237920571915549
ID1358479036,0.0,2,1,-37.8238221,144.94050719999998,-37.8239657,144.9595061,2051.0,2018-06-08,14:07:14,528.1200000000001,14:16:02,9.48
ID3466957338,1.0,8,2,-37.807202000000004,145.0266373,-37.811865999999995,144.9368934,8756.0,2018-02-12,16:31:25,2211.5399999999986,17:08:16,19.592860513034562
ID1221050834,0.0,3,7,-37.8121762,144.9739355,-37.8618349,144.90571599999998,8781.0,2018-03-25,14:20:02,2959.68,15:09:21,15.4
ID3525481629,1.0,8,2,-37.807202000000004,145.0266373,-37.8149873,144.9395623,8533.0,2018-06-04,23:13:15,2222.5199999999995,23:50:17,22.16
ID3855744439,1.0,2,8,-37.818380499999996,144.94735830000002,-37.8158343,145.04645,9260.0,2018-07-05,12:19:44,2553.1800000000007,13:02:17,19.81
ID3805861817,1.0,2,4,-37.822642200000004,144.9384136,-37.80476779999999,144.9985503,6630.0,2018-01-05,17:11:58,1744.9800000000007,17:41:02,15.0
ID3276690051,1.0,7,9,-37.8618349,144.90571599999998,-38.1109156,144.65417250000002,50797.0,2018-05-15,03:43:54,13173.36,7:23:27,68.59
ID3737792070,1.0,4,9,-37.7965549,145.00944209999997,-38.1109156,144.65417250000002,48794.0,2018-06-28,11:26:58,11895.36,14:45:13,48.32736693835659
ID5994107274,2.0,8,7,-37.8158343,145.04645,-37.8618349,144.90571599999998,15151.0,2018-07-03,21:47:25,4917.479999999999,23:09:22,394.58
ID3593429395,1.0,4,7,-37.8141184,145.00928100000002,-37.8618349,144.90571599999998,11869.0,2018-03-09,00:52:43,3714.18,1:54:37,30.45
ID1184515092,0.0,4,3,-37.8167964,145.00726830000002,-37.8170755,144.9832608,2374.0,2018-03-24,20:14:49,615.4800000000001,20:25:04,13.39
ID5345874679,2.0,5,1,-37.8142946,144.9328163,-37.8110719,144.960791,3400.0,2018-07-21,03:45:27,885.7800000000002,4:00:12,102.3
ID1169378689,0.0,8,4,-37.8158343,145.04645,-37.8111224,145.00631919999998,3573.0,2018-04-10,19:46:09,1186.44,20:05:55,11.242472688099095
ID1238582194,0.0,5,1,-37.818735600000004,144.91662390000002,-37.820064,144.9583151,4105.0,2018-06-05,15:32:18,1067.2199999999998,15:50:05,11.243001709397618
ID3790896142,1.0,5,2,-37.802587,144.9349985,-37.8147037,144.93552759999997,2124.0,2018-06-06,21:12:44,500.16,21:21:04,16.34
ID3236040759,1.0,3,9,-37.821645399999994,144.99449130000002,-38.1109156,144.65417250000002,46372.0,2018-05-20,05:10:06,11120.94,8:15:26,62.15
